age,job,marital,education,balance,housing,loan,deposit
50,blue-collar,divorced,primary,15,yes,no,no
37,technician,single,secondary,6714,yes,no,no
35,blue-collar,married,primary,623,yes,no,no
52,housemaid,married,secondary,234,no,no,no
33,technician,married,tertiary,599,yes,no,no
42,management,married,tertiary,9916,yes,no,no
33,admin.,single,secondary,3160,no,no,no
35,admin.,single,secondary,0,yes,no,no
28,student,single,tertiary,2306,no,no,no
41,admin.,divorced,secondary,2550,yes,no,no
44,blue-collar,married,secondary,701,no,yes,no
26,technician,single,secondary,3244,no,no,no
40,management,single,tertiary,402,yes,no,no
37,management,married,tertiary,6014,yes,no,no
33,blue-collar,married,secondary,-81,yes,no,no
36,admin.,married,secondary,898,no,no,no
28,unemployed,married,secondary,863,yes,yes,no
37,self-employed,single,primary,235,yes,no,no
32,technician,single,secondary,12,no,no,no
49,blue-collar,married,secondary,298,yes,no,no
36,blue-collar,married,secondary,3463,yes,no,no
39,housemaid,married,primary,13338,no,no,no
34,blue-collar,married,unknown,391,yes,yes,no
32,technician,single,tertiary,569,no,yes,no
26,services,married,secondary,54,yes,no,no
46,admin.,divorced,secondary,875,yes,yes,no
78,retired,divorced,secondary,631,no,no,no
47,admin.,married,secondary,3434,yes,yes,no
80,retired,married,secondary,1610,no,no,no
25,student,single,tertiary,505,yes,no,no
50,management,married,tertiary,11528,yes,no,no
36,management,divorced,tertiary,102,yes,no,no
42,unemployed,married,primary,-581,yes,no,no
54,management,married,tertiary,0,yes,no,no
43,retired,married,primary,7298,no,no,no
29,blue-collar,married,secondary,0,no,no,no
36,management,married,tertiary,909,yes,yes,no
59,blue-collar,married,unknown,337,no,no,no
47,admin.,married,secondary,829,yes,yes,no
36,technician,single,secondary,301,yes,yes,no
56,technician,married,secondary,147,no,no,no
55,retired,divorced,secondary,282,yes,no,no
38,technician,divorced,secondary,1294,yes,no,no
39,blue-collar,divorced,secondary,0,yes,no,no
35,management,single,tertiary,995,no,no,no
54,blue-collar,married,primary,532,no,no,no
32,services,single,tertiary,785,no,no,no
30,technician,divorced,secondary,3028,yes,no,no
51,blue-collar,married,secondary,1022,yes,no,no
39,management,married,primary,0,no,no,no
46,technician,married,secondary,792,no,no,no
33,admin.,single,tertiary,490,yes,no,no
34,management,married,tertiary,417,yes,no,no
33,management,married,tertiary,2071,no,no,no
55,blue-collar,single,primary,1187,yes,no,no
49,services,married,secondary,280,yes,no,no
37,unemployed,married,tertiary,1236,no,no,no
29,technician,single,tertiary,910,yes,no,no
28,management,single,secondary,-994,yes,yes,no
21,unemployed,single,secondary,1333,no,no,no
44,services,married,secondary,850,no,yes,no
30,management,single,tertiary,3773,yes,no,no
46,management,married,tertiary,460,no,no,no
33,entrepreneur,married,secondary,3140,yes,yes,no
40,blue-collar,married,secondary,1028,yes,yes,no
42,management,single,tertiary,4264,yes,no,no
44,management,divorced,tertiary,3932,yes,no,no
32,admin.,married,secondary,-1,no,no,no
34,blue-collar,married,secondary,1682,yes,yes,no
55,entrepreneur,married,secondary,814,no,yes,no
35,services,married,secondary,819,yes,no,no
47,admin.,married,secondary,1265,no,no,no
29,admin.,single,tertiary,514,no,no,no
47,services,married,secondary,1764,no,yes,no
39,blue-collar,married,primary,275,yes,no,no
40,blue-collar,married,primary,592,yes,no,no
42,admin.,single,secondary,1143,yes,yes,no
31,management,married,tertiary,546,no,no,no
31,management,married,tertiary,1164,yes,yes,no
82,housemaid,divorced,primary,1381,no,no,no
44,management,divorced,tertiary,0,no,no,no
32,services,single,secondary,659,yes,no,no
40,technician,married,secondary,192,yes,yes,no
26,admin.,single,secondary,-12,yes,no,no
30,admin.,single,secondary,186,yes,no,no
45,blue-collar,married,secondary,2246,yes,yes,no
32,management,single,tertiary,124,no,no,no
56,admin.,married,secondary,2087,yes,no,no
58,blue-collar,married,secondary,1298,yes,no,no
28,management,single,unknown,101,yes,no,no
43,management,married,tertiary,46,no,no,no
34,entrepreneur,divorced,tertiary,262,no,no,no
40,services,married,secondary,0,yes,no,no
31,self-employed,single,tertiary,17924,yes,no,no
28,admin.,married,tertiary,167,yes,yes,no
45,admin.,married,secondary,967,no,no,no
33,blue-collar,married,secondary,0,yes,no,no
42,admin.,married,primary,1547,yes,yes,no
32,blue-collar,married,primary,388,yes,no,no
41,self-employed,married,secondary,1,no,no,no
32,admin.,married,secondary,0,no,no,no
37,unemployed,married,secondary,80,no,no,no
57,admin.,married,secondary,4168,yes,yes,no
56,management,married,tertiary,0,no,no,no
37,admin.,single,secondary,781,no,no,no
34,admin.,married,secondary,804,yes,no,no
46,blue-collar,married,tertiary,993,yes,no,no
40,blue-collar,married,primary,34,yes,no,no
32,technician,single,tertiary,0,no,no,no
28,admin.,single,secondary,520,yes,no,no
46,self-employed,married,secondary,567,no,no,no
44,management,married,tertiary,7177,no,no,no
55,management,divorced,primary,3629,yes,no,no
75,retired,divorced,secondary,2199,no,no,no
41,management,married,tertiary,223,yes,no,no
30,blue-collar,single,primary,185,no,no,no
33,entrepreneur,married,secondary,5809,yes,no,no
43,unemployed,married,secondary,210,yes,no,no
49,self-employed,married,secondary,-199,yes,yes,no
32,blue-collar,married,secondary,897,yes,no,no
26,blue-collar,divorced,secondary,0,yes,no,no
55,blue-collar,divorced,secondary,7378,no,no,no
46,management,single,tertiary,593,yes,no,no
31,management,married,tertiary,1224,yes,yes,no
34,management,married,tertiary,3031,no,no,no
37,blue-collar,married,primary,708,yes,no,no
29,technician,single,tertiary,542,yes,no,no
24,admin.,single,tertiary,1141,yes,no,no
46,admin.,married,secondary,-42,no,yes,no
41,management,married,tertiary,-556,yes,yes,no
52,services,married,unknown,482,yes,yes,no
27,services,single,tertiary,1501,yes,no,no
44,management,married,tertiary,1850,yes,no,no
39,technician,married,secondary,2266,no,no,no
52,housemaid,married,primary,3283,no,no,no
77,retired,single,primary,300,no,no,no
35,technician,married,secondary,1,yes,yes,no
49,management,divorced,tertiary,178,no,no,no
37,housemaid,married,secondary,187,no,no,no
46,management,married,tertiary,229,yes,no,no
43,entrepreneur,single,tertiary,42,no,no,no
35,blue-collar,married,primary,-367,yes,no,no
29,admin.,single,tertiary,8,no,yes,no
52,housemaid,married,primary,256,no,no,no
55,management,married,secondary,2410,yes,no,no
33,technician,married,tertiary,2976,yes,no,no
40,blue-collar,divorced,secondary,-426,no,yes,no
39,blue-collar,married,secondary,39,yes,no,no
61,blue-collar,divorced,primary,1428,yes,no,no
63,retired,married,secondary,2030,no,no,no
44,management,married,tertiary,-1636,yes,yes,no
52,services,married,secondary,108,yes,no,no
58,unemployed,single,tertiary,2094,no,no,no
38,admin.,married,secondary,47,yes,yes,no
51,housemaid,married,primary,618,yes,yes,no
29,self-employed,single,tertiary,162,no,yes,no
42,management,married,tertiary,-671,no,no,no
56,blue-collar,married,primary,136,no,no,no
55,technician,married,secondary,6958,yes,yes,no
43,blue-collar,married,primary,953,yes,no,no
27,blue-collar,married,secondary,821,yes,yes,no
54,services,married,secondary,131,no,no,no
25,management,single,secondary,1272,yes,no,no
33,blue-collar,married,primary,-306,yes,yes,no
46,admin.,divorced,secondary,3201,yes,no,no
26,services,single,secondary,1114,no,no,no
30,admin.,married,tertiary,4168,no,no,no
39,technician,married,secondary,0,yes,no,no
58,admin.,married,unknown,0,yes,no,no
49,blue-collar,married,secondary,3309,yes,no,no
49,services,married,secondary,1377,yes,no,no
43,housemaid,married,secondary,150,no,no,no
60,management,married,tertiary,553,yes,no,no
57,technician,married,secondary,458,no,yes,no
38,technician,married,secondary,565,no,no,no
56,technician,married,secondary,0,yes,yes,no
45,self-employed,married,secondary,2278,no,no,no
45,management,married,tertiary,210,yes,no,no
44,blue-collar,married,unknown,15578,yes,no,no
40,blue-collar,married,primary,236,yes,no,no
38,management,single,tertiary,1704,no,no,no
55,admin.,divorced,secondary,1693,no,no,no
40,technician,married,secondary,372,yes,no,no
35,blue-collar,single,primary,1147,yes,yes,no
32,blue-collar,married,secondary,3166,yes,no,no
31,self-employed,married,primary,1074,yes,no,no
49,blue-collar,divorced,secondary,23,no,no,no
55,retired,married,secondary,1431,no,yes,no
51,blue-collar,married,secondary,814,yes,no,no
30,unemployed,married,secondary,142,yes,no,no
37,admin.,single,secondary,810,yes,no,no
36,management,married,tertiary,1604,yes,no,no
51,management,divorced,tertiary,0,yes,no,no
29,admin.,single,secondary,488,yes,no,no
32,student,single,unknown,4110,no,no,no
36,services,married,secondary,1746,yes,no,no
32,blue-collar,married,secondary,-208,yes,yes,no
56,retired,married,primary,152,yes,yes,no
46,services,married,secondary,0,no,no,no
39,admin.,divorced,secondary,399,yes,yes,no
57,retired,married,primary,318,no,no,no
53,management,married,tertiary,9072,no,no,no
33,technician,married,secondary,3071,yes,yes,no
43,blue-collar,divorced,primary,177,no,no,no
40,management,married,tertiary,10786,no,no,no
44,admin.,married,secondary,0,no,yes,no
59,admin.,married,primary,879,yes,no,no
59,retired,married,secondary,1887,no,no,no
28,services,single,secondary,3331,yes,no,no
26,management,single,tertiary,3,yes,no,no
59,management,single,tertiary,7668,no,no,no
78,retired,divorced,primary,55,no,no,no
33,services,married,primary,0,yes,no,no
38,blue-collar,divorced,secondary,2998,yes,no,no
35,self-employed,married,secondary,524,yes,no,no
30,technician,single,tertiary,106,yes,no,no
31,services,single,secondary,85,no,no,no
35,technician,married,secondary,249,no,no,no
45,management,married,tertiary,10,no,no,no
40,admin.,married,secondary,523,yes,yes,no
50,services,married,secondary,1321,no,no,no
29,admin.,single,secondary,-194,yes,no,no
41,unemployed,single,tertiary,4517,yes,no,no
44,technician,married,tertiary,964,no,no,no
29,unknown,single,secondary,923,no,no,no
49,technician,divorced,secondary,2677,yes,yes,no
30,admin.,single,secondary,873,no,no,no
37,blue-collar,married,unknown,-1050,yes,no,no
52,admin.,divorced,secondary,361,no,yes,no
30,management,single,tertiary,1466,no,no,no
40,admin.,single,secondary,782,yes,no,no
33,blue-collar,married,secondary,3576,yes,no,no
34,self-employed,single,secondary,3,yes,no,no
33,blue-collar,married,secondary,-112,yes,no,no
35,unemployed,married,secondary,759,no,no,no
54,management,married,tertiary,195,no,yes,no
32,services,married,secondary,15,yes,no,no
32,technician,married,tertiary,-1053,yes,no,no
44,management,married,secondary,488,no,yes,no
53,technician,married,secondary,287,no,no,no
53,admin.,married,secondary,578,no,no,no
40,management,single,tertiary,1509,no,no,no
29,admin.,single,secondary,3794,no,no,no
36,housemaid,married,primary,4324,yes,no,no
40,blue-collar,divorced,secondary,793,yes,no,no
58,services,married,primary,943,yes,no,no
34,management,married,tertiary,0,yes,yes,no
60,blue-collar,married,secondary,19447,yes,no,no
23,student,single,unknown,565,no,no,no
59,unknown,married,unknown,1541,no,no,no
42,technician,married,tertiary,1079,no,no,no
50,management,married,tertiary,0,no,no,no
31,management,single,secondary,1310,yes,no,no
31,management,single,tertiary,98,no,no,no
28,admin.,married,secondary,5,yes,no,no
56,admin.,married,primary,0,yes,no,no
23,student,single,secondary,9216,no,no,no
30,entrepreneur,married,secondary,2551,yes,no,no
54,technician,married,secondary,0,no,no,no
35,blue-collar,married,secondary,154,yes,no,no
29,admin.,married,secondary,-150,yes,no,no
48,management,married,primary,427,no,no,no
43,admin.,single,tertiary,664,yes,no,no
40,management,single,tertiary,0,no,no,no
38,entrepreneur,married,secondary,680,yes,no,no
30,admin.,married,secondary,4,no,no,no
60,blue-collar,married,secondary,196,no,no,no
31,entrepreneur,divorced,secondary,290,yes,no,no
28,student,single,tertiary,221,yes,no,no
31,technician,married,secondary,180,no,no,no
48,services,single,primary,-139,no,no,no
36,blue-collar,single,primary,79,no,no,no
41,management,divorced,tertiary,236,no,no,no
35,management,single,tertiary,1120,no,no,no
51,management,divorced,tertiary,-2282,yes,yes,no
35,blue-collar,married,secondary,2200,yes,no,no
51,management,single,unknown,-461,yes,no,no
56,blue-collar,married,secondary,385,no,no,no
59,retired,married,secondary,2291,no,yes,no
27,services,married,secondary,54,yes,no,no
48,services,married,secondary,2850,yes,no,no
24,admin.,single,secondary,1235,yes,yes,no
56,admin.,married,secondary,360,yes,yes,no
34,management,married,tertiary,1352,no,no,no
35,technician,married,secondary,905,no,yes,no
57,retired,married,tertiary,138,no,no,no
30,blue-collar,single,secondary,0,yes,no,no
40,admin.,divorced,secondary,221,yes,no,no
48,blue-collar,married,primary,-254,no,yes,no
35,management,married,tertiary,1510,yes,no,no
46,services,married,secondary,1757,yes,no,no
30,blue-collar,married,primary,0,yes,no,no
37,services,single,secondary,934,yes,no,no
30,unemployed,married,tertiary,0,yes,no,no
46,management,married,tertiary,1217,yes,no,no
43,blue-collar,divorced,primary,-57,yes,no,no
40,blue-collar,single,secondary,82,yes,no,no
34,unemployed,married,secondary,438,yes,yes,no
43,admin.,divorced,secondary,729,yes,no,no
31,services,married,secondary,0,yes,no,no
37,blue-collar,married,secondary,374,yes,no,no
49,self-employed,single,tertiary,-341,no,yes,no
38,blue-collar,married,secondary,-367,yes,yes,no
27,admin.,single,secondary,592,yes,yes,no
35,management,divorced,tertiary,457,yes,no,no
47,unemployed,single,secondary,4819,no,no,no
56,blue-collar,married,primary,-85,yes,yes,no
26,self-employed,single,secondary,467,yes,yes,no
29,admin.,single,secondary,-309,yes,yes,no
53,blue-collar,married,secondary,21522,no,no,no
38,blue-collar,married,primary,467,yes,no,no
33,blue-collar,married,tertiary,870,no,yes,no
30,blue-collar,single,secondary,-93,yes,no,no
36,admin.,married,secondary,75,yes,no,no
37,blue-collar,single,secondary,292,no,no,no
60,blue-collar,married,secondary,0,no,yes,no
48,management,married,tertiary,263,yes,no,no
32,management,married,tertiary,134,no,yes,no
31,self-employed,single,tertiary,91,no,no,no
54,management,married,tertiary,0,no,yes,no
31,self-employed,married,tertiary,229,no,no,no
31,blue-collar,married,secondary,892,yes,no,no
29,services,single,secondary,197,yes,no,no
23,blue-collar,married,primary,-213,no,no,no
51,management,married,tertiary,-321,no,no,no
32,blue-collar,single,secondary,604,no,no,no
48,management,married,primary,606,no,no,no
32,blue-collar,married,primary,1518,yes,no,no
44,housemaid,married,secondary,192,no,no,no
35,management,married,tertiary,0,yes,yes,no
46,technician,married,secondary,289,no,no,no
31,admin.,married,secondary,535,no,no,no
31,blue-collar,single,secondary,33,yes,no,no
